Number,Name,Type,Total,Hp,Attack,Defense,Sp_atk,Sp_def,Speed,Generation,Legendary,Mythical,Kanto?,Johto?,Kalos?,Galar?,Alola (US/UM)?,Alola (S/M)?,Unova (B2/W2)?,Hoenn?,Sinnoh?,Paldea?,Galar (TCT)?,Unova (B/W)?,Abilities,Tier,Next Evolution(s),Moves
87,Dewgong,"Water, Ice",475,90,70,80,70,95,70,1,No,No,True,True,,,True,,True,,,,,,"['Hydration', 'Ice Body', 'Thick Fat']",PU,[],"['Signal Beam', 'Headbutt', 'Growl', 'Signal Beam', 'Icy Wind', 'Aurora Beam', 'Sheer Cold', 'Sheer Cold', 'Headbutt', 'Growl', 'Aurora Beam', 'Signal Beam', 'Icy Wind', 'Growl', 'Signal Beam', 'Icy Wind', 'Encore', 'Ice Shard', 'Rest', 'Aqua Ring', 'Aurora Beam', 'Aqua Jet', 'Brine', 'Rest', 'Sheer Cold', 'Take Down', 'Dive', 'Aqua Tail', 'Ice Beam', 'Safeguard', 'Hail', 'Water Sport', 'Belch', 'Disable', 'Encore', 'Entrainment', 'Fake Out', 'Horn Drill', 'Icicle Spear', 'Iron Tail', 'Lick', 'Peck', 'Perish Song', 'Signal Beam', 'Slam', 'Sleep Talk', 'Spit Up', 'Stockpile', 'Swallow', 'Water Pulse', 'Aqua Tail', 'Body Slam', 'Dive', ""Double'Edge"", 'Drill Run', 'Endure', 'Headbutt', 'Ice Beam', 'Icy Wind', 'Iron Tail', 'Mimic', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Water Pulse', 'Water Pulse', 'Headbutt', 'Curse', 'Toxic', 'Hail', 'Horn Drill', 'Hidden Power', 'Snore', 'Body Slam', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Icy Wind', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Return', 'Pay Day', 'Rage', 'Mimic', 'Double Team', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Brine', 'Round', 'Echoed Voice', 'Fling', 'Smart Strike', 'Endure', 'Giga Impact', 'Frost Breath', 'Avalanche', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Strength', 'Waterfall', 'Secret Power', 'Confide', 'Surf', 'Waterfall', 'Dive']"
88,Grimer,Poison,325,80,80,50,40,50,25,1,No,No,True,True,,,True,True,True,True,,True,,,"['Poison Touch', 'Stench', 'Sticky Hold']",LC,['Muk'],"['Poison Gas', 'Pound', 'Poison Gas', 'Harden', ""Mud'Slap"", 'Disable', 'Poison Gas', 'Sludge', 'Mud Bomb', 'Minimize', 'Sludge', 'Harden', 'Mud Bomb', 'Fling', 'Sludge Bomb', 'Fling', 'Screech', 'Sludge Bomb', 'Sludge Wave', 'Screech', 'Gunk Shot', 'Acid Armor', 'Sludge Wave', 'Gunk Shot', 'Sludge Bomb', 'Belch', 'Memento', 'Acid Spray', 'Curse', 'Explosion', 'Haze', 'Imprison', 'Lick', 'Mean Look', ""Power'Up Punch"", 'Scary Face', 'Shadow Punch', 'Shadow Sneak', 'Spit Up', 'Stockpile', 'Swallow', 'Body Slam', 'Dynamic Punch', 'Endure', 'Explosion', 'Fire Punch', 'Flamethrower', 'Giga Drain', 'Gunk Shot', 'Ice Punch', 'Mimic', ""Mud'Slap"", 'Pain Split', ""Self'Destruct"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Dynamic Punch', 'Curse', 'Toxic', 'Venoshock', 'Body Slam', 'Rage', 'Mega Drain', 'Zap Cannon', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Protect', 'Rain Dance', 'Giga Drain', 'Endure', 'Frustration', 'Thunderbolt', 'Thunder', 'Mimic', 'Return', ""Mud'Slap"", 'Dig', 'Shadow Ball', 'Double Team', 'Sludge Wave', 'Shock Wave', 'Flamethrower', 'Bide', ""Self'Destruct"", 'Ice Punch', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Fire Blast', 'Thunder Punch', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Explosion', 'Attract', 'Thief', 'Round', 'Fire Punch', 'Fling', 'Incinerate', 'Endure', 'Explosion', 'Payback', 'Captivate', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', ""Power'Up Punch"", 'Confide', 'Strength']"
88,Grimer-Alola,"Poison, Dark",325,80,80,50,40,50,25,1,No,No,,,,,,,,,,,,,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",LC,['Muk-Alola'],"['Pound', 'Poison Gas', 'Harden', 'Bite', 'Disable', 'Acid Spray', 'Poison Fang', 'Minimize', 'Fling', 'Knock Off', 'Crunch', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Taunt', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Shadow Ball', 'Double Team', 'Sludge Wave', 'Flamethrower', 'Sludge Bomb', 'Fire Blast', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Fling', 'Brutal Swing', 'Quash', 'Embargo', 'Explosion', 'Payback', 'Rock Polish', 'Stone Edge', 'Rock Slide', 'Infestation', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Snarl', 'Confide']"
89,Muk,Poison,500,105,105,75,65,100,50,1,No,No,True,True,,,True,True,True,True,,True,,,"['Poison Touch', 'Stench', 'Sticky Hold']",PU,[],"['Poison Gas', 'Pound', 'Disable', 'Venom Drench', 'Poison Gas', 'Venom Drench', 'Harden', 'Pound', 'Poison Gas', 'Harden', ""Mud'Slap"", 'Harden', ""Mud'Slap"", 'Disable', 'Sludge', 'Mud Bomb', 'Minimize', 'Sludge', 'Mud Bomb', 'Fling', 'Sludge Bomb', 'Fling', 'Screech', 'Sludge Bomb', 'Sludge Wave', 'Screech', 'Venom Drench', 'Gunk Shot', 'Harden', 'Screech', 'Disable', 'Sludge', 'Acid Armor', 'Sludge Wave', 'Gunk Shot', 'Sludge Bomb', 'Belch', 'Memento', 'Bite', 'Acid Spray', 'Poison Fang', 'Knock Off', 'Crunch', 'Acid Spray', 'Curse', 'Explosion', 'Haze', 'Imprison', 'Lick', 'Mean Look', ""Power'Up Punch"", 'Scary Face', 'Shadow Punch', 'Shadow Sneak', 'Spit Up', 'Stockpile', 'Swallow', 'Block', 'Body Slam', 'Dark Pulse', 'Dynamic Punch', 'Endure', 'Explosion', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Giga Drain', 'Gunk Shot', 'Ice Punch', 'Mimic', ""Mud'Slap"", 'Pain Split', ""Self'Destruct"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Focus Punch', 'Dynamic Punch', 'Curse', 'Toxic', 'Venoshock', 'Body Slam', 'Zap Cannon', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Hyper Beam', 'Rage', 'Mega Drain', 'Protect', 'Rain Dance', 'Giga Drain', 'Endure', 'Frustration', 'Thunderbolt', 'Thunder', 'Mimic', 'Return', ""Mud'Slap"", 'Dig', 'Shadow Ball', 'Brick Break', 'Double Team', 'Sludge Wave', 'Shock Wave', 'Flamethrower', 'Bide', ""Self'Destruct"", 'Ice Punch', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Fire Blast', 'Thunder Punch', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Explosion', 'Attract', 'Thief', 'Round', 'Fire Punch', 'Focus Blast', 'Fling', 'Incinerate', 'Endure', 'Explosion', 'Payback', 'Giga Impact', 'Captivate', 'Dark Pulse', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', 'Dark Pulse', ""Power'Up Punch"", 'Confide', 'Strength', 'Rock Smash', 'Brutal Swing', 'Quash', 'Embargo', 'Rock Polish', 'Stone Edge', 'Snarl']"
89,Muk-Alola,"Poison, Dark",500,105,105,75,65,100,50,1,No,No,,,,,,,,,,,,,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",UU,[],"['Venom Drench', 'Venom Drench', 'Pound', 'Poison Gas', 'Harden', 'Bite', 'Harden', 'Bite', 'Disable', 'Acid Spray', 'Poison Fang', 'Minimize', 'Fling', 'Knock Off', 'Crunch', 'Screech', 'Gunk Shot', 'Acid Armor', 'Belch', 'Memento', ""Mud'Slap"", 'Sludge', 'Mud Bomb', 'Sludge Bomb', 'Sludge Wave', 'Acid Spray', 'Curse', 'Haze', 'Imprison', 'Lick', 'Mean Look', ""Power'Up Punch"", 'Scary Face', 'Shadow Punch', 'Shadow Sneak', 'Spit Up', 'Stockpile', 'Swallow', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Shadow Ball', 'Brick Break', 'Double Team', 'Sludge Wave', 'Flamethrower', 'Sludge Bomb', 'Fire Blast', 'Rock Tomb', 'Torment', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Focus Blast', 'Fling', 'Brutal Swing', 'Quash', 'Embargo', 'Explosion', 'Payback', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Rock Slide', 'Infestation', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Snarl', 'Dark Pulse', 'Confide', 'Thunderbolt', 'Thunder']"
90,Shellder,Water,305,30,65,100,45,25,40,1,No,No,True,True,True,True,True,True,,,,True,,,"['Overcoat', 'Shell Armor', 'Skill Link']",LC,['Cloyster'],"['Tackle', 'Water Gun', 'Withdraw', 'Supersonic', 'Icicle Spear', 'Protect', 'Leer', 'Supersonic', 'Clamp', 'Ice Shard', 'Razor Shell', 'Aurora Beam', 'Whirlpool', 'Iron Defense', 'Brine', 'Iron Defense', 'Protect', 'Leer', 'Clamp', 'Ice Beam', 'Shell Smash', 'Hydro Pump', 'Aqua Ring', 'Avalanche', 'Barrier', 'Bubble Beam', 'Icicle Spear', 'Mud Shot', 'Rapid Spin', 'Rock Blast', 'Screech', 'Take Down', 'Twineedle', 'Water Pulse', 'Dive', ""Double'Edge"", 'Endure', 'Explosion', 'Ice Beam', 'Icy Wind', 'Iron Defense', 'Mimic', ""Self'Destruct"", 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Water Pulse', 'Water Pulse', 'Curse', 'Toxic', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Rage', 'Teleport', 'Mimic', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Return', 'Double Team', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', ""Self'Destruct"", 'Swift', 'Rest', 'Explosion', 'Tri Attack', 'Attract', 'Brine', 'Endure', 'Round', 'Explosion', 'Payback', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Secret Power', 'Confide', 'Surf', 'Dive']"
91,Cloyster,"Water, Ice",525,50,95,180,85,45,70,1,No,No,True,True,True,True,True,True,,,,True,,,"['Overcoat', 'Shell Armor', 'Skill Link']",RU,[],"['Hydro Pump', 'Shell Smash', 'Toxic Spikes', 'Withdraw', 'Supersonic', 'Aurora Beam', 'Clamp', 'Protect', 'Aurora Beam', 'Spike Cannon', 'Spikes', 'Icicle Crash', 'Spike Cannon', 'Tackle', 'Water Gun', 'Icicle Spear', 'Leer', 'Clamp', 'Ice Shard', 'Razor Shell', 'Whirlpool', 'Iron Defense', 'Brine', 'Iron Defense', 'Ice Beam', 'Shell Smash', 'Hydro Pump', 'Aqua Ring', 'Avalanche', 'Barrier', 'Bubble Beam', 'Icicle Spear', 'Mud Shot', 'Rapid Spin', 'Rock Blast', 'Screech', 'Take Down', 'Twineedle', 'Water Pulse', 'Dive', ""Double'Edge"", 'Endure', 'Explosion', 'Ice Beam', 'Icy Wind', 'Iron Defense', 'Mimic', ""Self'Destruct"", 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Water Pulse', 'Water Pulse', 'Curse', 'Toxic', 'Take Down', ""Double'Edge"", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Rage', 'Teleport', 'Mimic', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Return', 'Double Team', 'Torment', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', ""Self'Destruct"", 'Swift', 'Rest', 'Explosion', 'Tri Attack', 'Attract', 'Brine', 'Endure', 'Round', 'Explosion', 'Payback', 'Smart Strike', 'Giga Impact', 'Frost Breath', 'Avalanche', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Secret Power', 'Confide', 'Surf', 'Dive']"
92,Gastly,"Ghost, Poison",310,30,35,30,100,35,80,1,No,No,True,True,True,True,True,True,,,True,True,,,['Levitate'],LC,['Haunter'],"['Hypnosis', 'Lick', 'Spite', 'Mean Look', 'Curse', 'Confuse Ray', 'Night Shade', 'Hypnosis', 'Confuse Ray', 'Sucker Punch', 'Payback', 'Shadow Ball', 'Dream Eater', 'Dark Pulse', 'Destiny Bond', 'Hex', 'Shadow Ball', 'Nightmare', 'Mean Look', 'Astonish', 'Clear Smog', 'Disable', 'Explosion', 'Fire Punch', 'Grudge', 'Haze', 'Ice Punch', 'Perish Song', 'Psywave', 'Reflect Type', 'Scary Face', 'Smog', 'Thunder Punch', ""Will'O'Wisp"", 'Dark Pulse', 'Dream Eater', 'Endure', 'Explosion', 'Fire Punch', 'Foul Play', 'Giga Drain', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Mimic', 'Nightmare', 'Ominous Wind', 'Pain Split', 'Psych Up', ""Self'Destruct"", 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Trick', 'Uproar', 'Wonder Room', 'Curse', 'Toxic', 'Rage', 'Mega Drain', 'Venoshock', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Protect', 'Rain Dance', 'Telekinesis', 'Giga Drain', 'Endure', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Mimic', 'Shadow Ball', 'Double Team', 'Sludge Bomb', 'Torment', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', ""Self'Destruct"", 'Dream Eater', 'Rest', 'Psywave', 'Explosion', 'Attract', 'Thief', 'Nightmare', 'Round', 'Skill Swap', 'Snatch', 'Energy Ball', 'Endure', ""Will'O'Wisp"", 'Embargo', 'Explosion', 'Payback', 'Psych Up', 'Infestation', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Dark Pulse', 'Dazzling Gleam', 'Confide']"
93,Haunter,"Ghost, Poison",405,45,50,45,115,55,95,1,No,No,True,True,True,True,True,True,,,True,True,,,['Levitate'],PU,['Gengar'],"['Hypnosis', 'Lick', 'Confuse Ray', 'Shadow Punch', 'Shadow Punch', 'Hypnosis', 'Lick', 'Spite', 'Spite', 'Mean Look', 'Curse', 'Night Shade', 'Hypnosis', 'Confuse Ray', 'Sucker Punch', 'Shadow Punch', 'Confuse Ray', 'Payback', 'Shadow Ball', 'Dream Eater', 'Dark Pulse', 'Destiny Bond', 'Hex', 'Shadow Ball', 'Nightmare', 'Mean Look', 'Astonish', 'Clear Smog', 'Disable', 'Explosion', 'Fire Punch', 'Grudge', 'Haze', 'Ice Punch', 'Perish Song', 'Psywave', 'Reflect Type', 'Scary Face', 'Smog', 'Thunder Punch', ""Will'O'Wisp"", 'Dark Pulse', 'Dream Eater', 'Endure', 'Explosion', 'Fire Punch', 'Foul Play', 'Giga Drain', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Mimic', 'Nightmare', 'Ominous Wind', 'Pain Split', 'Psych Up', ""Self'Destruct"", 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Trick', 'Uproar', 'Wonder Room', 'Curse', 'Toxic', 'Rage', 'Mega Drain', 'Venoshock', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Protect', 'Rain Dance', 'Telekinesis', 'Giga Drain', 'Endure', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Mimic', 'Shadow Ball', 'Double Team', 'Sludge Bomb', 'Torment', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', ""Self'Destruct"", 'Dream Eater', 'Rest', 'Psywave', 'Explosion', 'Attract', 'Thief', 'Nightmare', 'Round', 'Skill Swap', 'Snatch', 'Energy Ball', 'Fling', 'Endure', ""Will'O'Wisp"", 'Embargo', 'Explosion', 'Shadow Claw', 'Payback', 'Psych Up', 'Infestation', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Dark Pulse', 'Dazzling Gleam', 'Confide']"
94,Gengar,"Ghost, Poison",500,60,65,60,130,75,110,1,No,No,True,True,True,True,True,True,,,True,True,,,['Cursed Body'],UU,[],"['Hypnosis', 'Lick', 'Confuse Ray', 'Shadow Punch', 'Shadow Punch', 'Hypnosis', 'Lick', 'Spite', 'Spite', 'Mean Look', 'Curse', 'Night Shade', 'Hypnosis', 'Confuse Ray', 'Sucker Punch', 'Shadow Punch', 'Confuse Ray', 'Payback', 'Shadow Ball', 'Dream Eater', 'Dark Pulse', 'Destiny Bond', 'Hex', 'Shadow Ball', 'Nightmare', 'Mean Look', 'Astonish', 'Clear Smog', 'Disable', 'Explosion', 'Fire Punch', 'Grudge', 'Haze', 'Ice Punch', 'Perish Song', 'Psywave', 'Reflect Type', 'Scary Face', 'Smog', 'Thunder Punch', ""Will'O'Wisp"", 'Body Slam', 'Counter', 'Dark Pulse', ""Double'Edge"", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Explosion', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Giga Drain', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Ominous Wind', 'Pain Split', 'Psych Up', 'Role Play', 'Seismic Toss', ""Self'Destruct"", 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Trick', 'Uproar', 'Wonder Room', 'Focus Punch', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Venoshock', 'Body Slam', 'Take Down', ""Double'Edge"", 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Giga Drain', 'Endure', 'Frustration', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Mega Drain', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Mimic', 'Shadow Ball', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', ""Self'Destruct"", 'Skull Bash', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Dream Eater', 'Rest', 'Psywave', 'Explosion', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Focus Blast', 'Energy Ball', 'Fling', 'Endure', 'Drain Punch', ""Will'O'Wisp"", 'Embargo', 'Explosion', 'Shadow Claw', 'Payback', 'Giga Impact', 'Psych Up', 'Infestation', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Rock Smash', 'Dark Pulse', ""Power'Up Punch"", 'Dazzling Gleam', 'Confide', 'Fire Punch', 'Nightmare', 'Strength', 'Rock Smash']"
94,Gengar-Mega,"Ghost, Poison",600,60,65,80,170,95,130,1,No,No,,,,,,,,,,,,,['Shadow Tag'],Uber,[],"['Hypnosis', 'Lick', 'Confuse Ray', 'Shadow Punch', 'Shadow Punch', 'Hypnosis', 'Lick', 'Spite', 'Spite', 'Mean Look', 'Curse', 'Night Shade', 'Hypnosis', 'Confuse Ray', 'Sucker Punch', 'Shadow Punch', 'Confuse Ray', 'Payback', 'Shadow Ball', 'Dream Eater', 'Dark Pulse', 'Destiny Bond', 'Hex', 'Shadow Ball', 'Nightmare', 'Mean Look', 'Astonish', 'Clear Smog', 'Disable', 'Explosion', 'Fire Punch', 'Grudge', 'Haze', 'Ice Punch', 'Perish Song', 'Psywave', 'Reflect Type', 'Scary Face', 'Smog', 'Thunder Punch', ""Will'O'Wisp"", 'Body Slam', 'Counter', 'Dark Pulse', ""Double'Edge"", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Explosion', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Giga Drain', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Ominous Wind', 'Pain Split', 'Psych Up', 'Role Play', 'Seismic Toss', ""Self'Destruct"", 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Trick', 'Uproar', 'Wonder Room', 'Focus Punch', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Venoshock', 'Body Slam', 'Take Down', ""Double'Edge"", 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Giga Drain', 'Endure', 'Frustration', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Mega Drain', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Mimic', 'Shadow Ball', 'Brick Break', 'Double Team', 'Sludge Bomb', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', ""Self'Destruct"", 'Skull Bash', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Dream Eater', 'Rest', 'Psywave', 'Explosion', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Focus Blast', 'Energy Ball', 'Fling', 'Endure', 'Drain Punch', ""Will'O'Wisp"", 'Embargo', 'Explosion', 'Shadow Claw', 'Payback', 'Giga Impact', 'Psych Up', 'Infestation', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Poison Jab', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Rock Smash', 'Dark Pulse', ""Power'Up Punch"", 'Dazzling Gleam', 'Confide', 'Fire Punch', 'Nightmare', 'Strength', 'Rock Smash']"
95,Onix,"Rock, Ground",385,35,45,160,30,45,70,1,No,No,True,True,True,True,,,True,,True,,,,"['Rock Head', 'Sturdy', 'Weak Armor']",LC,['Steelix'],"['Mud Sport', 'Tackle', 'Harden', 'Bind', 'Curse', 'Screech', 'Bind', 'Rock Throw', 'Harden', 'Rage', 'Rock Tomb', 'Rage', 'Stealth Rock', 'Rock Polish', 'Gyro Ball', 'Smack Down', 'Dragon Breath', 'Sandstorm', 'Slam', 'Harden', 'Screech', 'Rock Slide', 'Sand Tomb', 'Rock Polish', 'Slam', 'Stealth Rock', 'Dragon Breath', 'Curse', 'Iron Tail', 'Dig', 'Sand Tomb', ""Double'Edge"", 'Stone Edge', ""Double'Edge"", 'Sandstorm', 'Block', 'Defense Curl', 'Explosion', 'Flail', 'Heavy Slam', 'Rock Blast', 'Rock Climb', 'Rock Slide', 'Rollout', 'Rototiller', 'Stealth Rock', 'Wide Guard', 'Ancient Power', 'Bind', 'Block', 'Body Slam', ""Double'Edge"", 'Dragon Pulse', 'Earth Power', 'Endure', 'Explosion', 'Headbutt', 'Iron Head', 'Iron Tail', 'Mimic', ""Mud'Slap"", 'Psych Up', 'Rock Slide', 'Rollout', ""Self'Destruct"", 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Swagger', 'Twister', 'Headbutt', 'Curse', 'Roar', 'Toxic', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Body Slam', 'Protect', 'Endure', 'Frustration', 'Smack Down', 'Iron Tail', 'Take Down', ""Double'Edge"", 'Rage', 'Earthquake', 'Return', 'Fissure', 'Dig', ""Mud'Slap"", 'Mimic', 'Double Team', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Bide', ""Self'Destruct"", 'Skull Bash', 'Rest', 'Explosion', 'Rock Slide', 'Attract', 'Endure', 'Dragon Pulse', 'Round', 'Brutal Swing', 'Explosion', 'Payback', 'Rock Polish', 'Stone Edge', 'Gyro Ball', 'Stealth Rock', 'Psych Up', 'Bulldoze', 'Captivate', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Nature Power', 'Confide', 'Strength', 'Rock Smash', 'Rock Climb']"
